model,valid_recall@10,valid_mrr@10,valid_ndcg@10,valid_hit@10,valid_precision@10,test_recall@10,test_mrr@10,test_ndcg@10,test_hit@10,test_precision@10,train_time_sec,peak_mem_gb
DamRec,0.2462,0.1014,0.1350,0.2462,0.0246,0.2381,0.1009,0.1329,0.2381,0.0238,6376.27,3.32
