model,valid_recall@10,valid_mrr@10,valid_ndcg@10,valid_hit@10,valid_precision@10,test_recall@10,test_mrr@10,test_ndcg@10,test_hit@10,test_precision@10,train_time_sec,peak_mem_gb
DamRec,0.3028,0.1372,0.1759,0.3028,0.0303,0.2889,0.1310,0.1679,0.2889,0.0289,4994.27,3.32
